방문순서,우선순위,현장ID,주요변화유형,후보건수,건물수,변화면적(m2),관련필지PNU,X_EPSG5186,Y_EPSG5186,경도,위도,보상기준일판정,무허가의심등급,대장매칭건수,방향불일치건수,현장확인사항,현장판정(기입),사진촬영(기입),조사자(기입),조사일자(기입),비고(기입)
54,MEDIUM,CHG_00053,DEMOLITION,1,1,1500.0,,189324.28,558155.62,126.87907,37.622938,POST_BASELINE_UNVERIFIED,NONE,0,0,철거 여부 및 멸실신고 이력 확인 (근거가 약한 판정이므로 존치 여부부터 확인) / 건축물대장 미매칭 - 무허가 또는 미등록 여부 확인 필요 / 보상 기준일 이후 변화로 추정되며 행정근거 미확인 - 보상 실무 확인 우선,,,,,
55,MEDIUM,CHG_00046,OTHER_CHANGE,1,0,5500.0,,189488.46,558475.44,126.880925,37.625821,POST_BASELINE_UNVERIFIED,NONE,0,0,토지 형질변경·야적·가설물 등 지장물 발생 여부 확인 / 건축물대장 미매칭 - 무허가 또는 미등록 여부 확인 필요 / 보상 기준일 이후 변화로 추정되며 행정근거 미확인 - 보상 실무 확인 우선,,,,,
56,MEDIUM,CHG_00039,OTHER_CHANGE,1,0,2700.0,,189638.36,558655.25,126.882621,37.627443,POST_BASELINE_UNVERIFIED,NONE,0,0,토지 형질변경·야적·가설물 등 지장물 발생 여부 확인 / 건축물대장 미매칭 - 무허가 또는 미등록 여부 확인 필요 / 보상 기준일 이후 변화로 추정되며 행정근거 미확인 - 보상 실무 확인 우선,,,,,
57,MEDIUM,CHG_00026,OTHER_CHANGE,1,0,1200.0,,189009.28,559435.62,126.875483,37.634466,POST_BASELINE_UNVERIFIED,NONE,0,0,토지 형질변경·야적·가설물 등 지장물 발생 여부 확인 / 건축물대장 미매칭 - 무허가 또는 미등록 여부 확인 필요 / 보상 기준일 이후 변화로 추정되며 행정근거 미확인 - 보상 실무 확인 우선,,,,,
58,MEDIUM,CHG_00016,EXPANSION_OR_RECONSTRUCTION,1,1,0.02,4128111100103390000,189373.53,560275.24,126.879597,37.642036,POST_BASELINE_UNVERIFIED,NONE,1,0,증축·개축 범위와 허가 범위 일치 여부 확인 / 보상 기준일 이후 변화로 추정되며 행정근거 미확인 - 보상 실무 확인 우선,,,,,
59,MEDIUM,CHG_00012,OTHER_CHANGE,1,0,900.0,,190054.28,560315.62,126.88731,37.642407,POST_BASELINE_UNVERIFIED,NONE,0,0,토지 형질변경·야적·가설물 등 지장물 발생 여부 확인 / 건축물대장 미매칭 - 무허가 또는 미등록 여부 확인 필요 / 보상 기준일 이후 변화로 추정되며 행정근거 미확인 - 보상 실무 확인 우선,,,,,
60,MEDIUM,CHG_00017,OTHER_CHANGE,1,0,4800.0,,190200.32,560123.12,126.888967,37.640674,POST_BASELINE_UNVERIFIED,NONE,0,0,토지 형질변경·야적·가설물 등 지장물 발생 여부 확인 / 건축물대장 미매칭 - 무허가 또는 미등록 여부 확인 필요 / 보상 기준일 이후 변화로 추정되며 행정근거 미확인 - 보상 실무 확인 우선,,,,,
61,MEDIUM,CHG_00014,EXPANSION_OR_RECONSTRUCTION,1,1,21.26,4128111200100580013,190594.84,560241.42,126.893436,37.641744,PRE_BASELINE,B_MODERATE,1,0,증축·개축 범위와 허가 범위 일치 여부 확인,,,,,
62,MEDIUM,CHG_00011,NEW_BUILDING,2,2,507.72,4128111200101820000;4128111200101830013,190483.85,560469.33,126.892175,37.643796,POST_BASELINE_UNVERIFIED,C_WEAK,1,0,신축 여부 및 착공·사용승인 이력 확인 / 보상 기준일 이후 변화로 추정되며 행정근거 미확인 - 보상 실무 확인 우선,,,,,
63,MEDIUM,CHG_00009,EXPANSION_OR_RECONSTRUCTION,1,1,1037.47,4128111200103620000,190084.2,560564.89,126.887646,37.644653,UNKNOWN,NONE,1,1,"증축·개축 범위와 허가 범위 일치 여부 확인 / 밝기 변화 방향 불일치 1건 - 자동판정 신뢰도 낮음, 육안 확인 필수",,,,,
