id,pk,bd_mgt_sn,sido,sigungu,gu,rd_nm,bld_s,bld_e,buld_nm,buld_nm_dc,buld_se_cd,bul_eng_nm,zip_cd,gro_flo_co,und_flo_co,buld_no,sig_cd,rn_cd,emd_cd,pnu,xpos,ypos,poi_chk,mainPurpsCdNm,archArea,totArea,grndFlrCnt,ugrndFlrCnt,pmsDay,stcnsDay,useAprDay,has_register_match,match_method,administrative_uncertainty,building_area_m2,change_area_m2,change_ratio,max_change_score,near_change,site_id,change_type,classification_note,change_id,mean_change_score,t1_date,t2_date,method,confidence,building_relevance,priority_score,inspection_priority,gi_zscore,gi_pvalue,gi_class
lt_c_spbd.4107802931,412810079347,4128111300100020014000001,경기도,고양시 덕양구,용두동,용두로,176,54,,,0,,,1.0,0.0,176-54,41281,3192055,113,4128111300100020014,126.89849473004814,37.62137636972153,,,,,,,,,,False,,1.0,256.96,256.96,1.0,0.9141,False,CHG_00052,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.9141,1.0,0.9656,HIGH,0.22096390684947723,0.717,NOT_SIG
lt_c_spbd.4107802930,412810079344,4128111300100020013000001,경기도,고양시 덕양구,용두동,용두로,176,42,,,0,,,1.0,0.0,176-42,41281,3192055,113,4128111300100020013,126.89850537368147,37.62175467673351,,,,,,,,,,False,,1.0,68.51,68.51,1.0,0.9141,False,CHG_00052,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.9141,1.0,0.9656,HIGH,0.7701943148251366,0.009,HOT_99
lt_c_spbd.4107776332,412810136976,4128111300100020073000002,경기도,고양시 덕양구,용두동,용두로,164,0,,,0,,,1.0,0.0,164,41281,3192055,113,4128111300100020073,126.8969499071877,37.622616501047574,,,,,,,,,,False,,1.0,278.16,278.16,1.0,0.815,False,CHG_00041,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.815,1.0,0.926,HIGH,0.7529642394422358,0.009,HOT_99
lt_c_spbd.4107776334,412810136977,4128111300100020073000003,경기도,고양시 덕양구,용두동,용두로,164,0,,,0,,,1.0,0.0,164,41281,3192055,113,4128111300100020073,126.89708590998632,37.622644585300314,,,,,,,,,,False,,1.0,36.45,36.45,1.0,0.815,False,CHG_00041,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.815,1.0,0.926,HIGH,0.7529642394422358,0.009,HOT_99
lt_c_spbd.4107788011,412810021595,4128111300100010013027018,경기도,고양시 덕양구,용두동,서오릉로,324,13,,,0,,,1.0,0.0,324-13,41281,3000007,113,4128111300100010013,126.90196756430785,37.6218044424682,,,,,,,,,,False,,1.0,39.69,39.69,0.9999,1.0,False,CHG_00047,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,1.0,HIGH,1.0436564960916364,0.003,HOT_99
lt_c_spbd.4107788015,412810021589,4128111300100010013009434,경기도,고양시 덕양구,용두동,서오릉로,324,14,,,0,,,1.0,0.0,324-14,41281,3000007,113,4128111300100010013,126.90274423826753,37.62182819223466,,,,,,,,,,False,,1.0,101.32,101.32,1.0,1.0,False,CHG_00047,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,1.0,HIGH,1.0485731590165543,0.003,HOT_99
lt_c_spbd.4107788008,412810021597,4128111300100010013027302,경기도,고양시 덕양구,용두동,서오릉로,324,13,,,0,,,1.0,0.0,324-13,41281,3000007,113,4128111300100010013,126.90224435888331,37.62182834980523,,,,,,,,,,False,,1.0,104.0,104.0,1.0,1.0,False,CHG_00047,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,1.0,HIGH,1.0486601795992967,0.003,HOT_99
lt_c_spbd.4107788009,412810021599,4128111300100010013027304,경기도,고양시 덕양구,용두동,서오릉로,324,13,,,0,,,1.0,0.0,324-13,41281,3000007,113,4128111300100010013,126.90213175493365,37.621833574658304,,,,,,,,,,False,,1.0,58.47,58.47,0.9999,1.0,False,CHG_00047,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,1.0,HIGH,1.048703689890668,0.003,HOT_99
lt_c_spbd.4107788004,412810021596,4128111300100010013027019,경기도,고양시 덕양구,용두동,서오릉로,324,13,,,0,,,1.0,0.0,324-13,41281,3000007,113,4128111300100010013,126.9021203215344,37.62190255868751,,,,,,,,,,False,,1.0,35.05,35.05,1.0,1.0,False,CHG_00047,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,1.0,HIGH,1.0486601795992967,0.003,HOT_99
lt_c_spbd.4107788014,412810021592,4128111300100010013027015,경기도,고양시 덕양구,용두동,서오릉로,324,14,,,0,,,1.0,0.0,324-14,41281,3000007,113,4128111300100010013,126.9024693016544,37.62190071183989,,,,,,,,,,False,,1.0,22.11,22.11,1.0,1.0,False,CHG_00047,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,1.0,HIGH,1.0485731590165543,0.003,HOT_99
lt_c_spbd.4107788012,412810021591,4128111300100010013027014,경기도,고양시 덕양구,용두동,서오릉로,324,14,,,0,,,1.0,0.0,324-14,41281,3000007,113,4128111300100010013,126.9026040431722,37.62192882230963,,,,,,,,,,False,,1.0,9.44,9.44,0.9998,1.0,False,CHG_00047,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,0.9999,HIGH,1.0485731590165543,0.003,HOT_99
lt_c_spbd.4107788013,412810021594,4128111300100010013027017,경기도,고양시 덕양구,용두동,서오릉로,324,14,,,0,,,1.0,0.0,324-14,41281,3000007,113,4128111300100010013,126.90244545618532,37.621941274771565,,,,,,,,,,False,,1.0,5.63,5.63,1.0,1.0,False,CHG_00047,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,1.0,HIGH,1.0485731590165543,0.003,HOT_99
lt_c_spbd.4107788019,412810021593,4128111300100010013027016,경기도,고양시 덕양구,용두동,서오릉로,324,14,,,0,,,1.0,0.0,324-14,41281,3000007,113,4128111300100010013,126.90242982577189,37.62197709987166,,,,,,,,,,False,,1.0,10.66,10.66,0.9998,1.0,False,CHG_00047,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,0.9999,HIGH,1.0485731590165543,0.003,HOT_99
lt_c_spbd.4107796614,412810092758,4128111300101920002026803,경기도,고양시 덕양구,용두동,화랑로286번길,42,61,,가동,0,,,1.0,0.0,42-61,41281,4376360,113,4128111300101920002,126.88281992855859,37.61975862608689,,제1종근린생활시설,166.37,166.37,1.0,0.0,20151022,20160603,20161206,True,pnu,0.6,144.16,3.76,0.026,1.0,False,CHG_00056,EXPANSION_OR_RECONSTRUCTION,사용승인일=2016-12-06로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,1.0,1.0,0.6278,MEDIUM,0.3575862217542997,0.223,NOT_SIG
lt_c_spbd.4107798805,412810078147,4128111300101880004000002,경기도,고양시 덕양구,용두동,화랑로286번길,30,39,,,0,,,1.0,0.0,30-39,41281,4376360,113,4128111300101880004,126.88141914092421,37.61996592992827,,,,,,,,,,False,,1.0,141.27,141.27,1.0,0.7383,False,CHG_00054,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.7383,1.0,0.8953,HIGH,0.3302182484819639,0.431,NOT_SIG
lt_c_spbd.4107798806,412810078146,4128111300101880004000001,경기도,고양시 덕양구,용두동,화랑로286번길,30,39,,,0,,,1.0,0.0,30-39,41281,4376360,113,4128111300101880004,126.88124234441008,37.619967255674354,,,,,,,,,,False,,1.0,360.08,356.29,0.9895,0.7383,False,CHG_00054,NEW_BUILDING,"change_ratio=0.99 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.7383,1.0,0.8922,HIGH,0.3302182484819639,0.429,NOT_SIG
lt_c_spbd.4107796592,412810078151,4128111300101910002000001,경기도,고양시 덕양구,용두동,화랑로286번길,42,55,,,0,,,1.0,0.0,42-55,41281,4376360,113,4128111300101910002,126.8830804788428,37.62009172739532,,,,,,,,,,False,,1.0,168.97,168.97,1.0,1.0,False,CHG_00056,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,1.0,HIGH,0.452786739273965,0.313,NOT_SIG
lt_c_spbd.4107806612,412810137244,4128111300101370000000001,경기도,고양시 덕양구,용두동,덕양로,222,1,,,0,,,1.0,0.0,222-1,41281,3351196,113,4128111300101370000,126.88882782014305,37.62068580716401,,,,,,,,,,False,,1.0,300.84,300.84,1.0,0.976,False,CHG_00053,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.976,1.0,0.9904,HIGH,0.29184217149277514,0.593,NOT_SIG
lt_c_spbd.4107806614,412810137245,4128111300101370000000002,경기도,고양시 덕양구,용두동,덕양로,222,1,,,0,,,1.0,0.0,222-1,41281,3351196,113,4128111300101370000,126.88896363589728,37.62082948504401,,,,,,,,,,False,,1.0,86.66,86.66,1.0,0.976,False,CHG_00053,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.976,1.0,0.9904,HIGH,0.29184217149277514,0.593,NOT_SIG
lt_c_spbd.4107782621,412810088580,4128111300103090000000001,경기도,고양시 덕양구,용두동,화랑로286번길,192,0,,,0,,,1.0,0.0,192,41281,4376360,113,4128111300103090000,126.88879724565257,37.62101332611182,,,,,,,,,,False,,1.0,154.97,154.97,1.0,0.976,False,CHG_00053,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.976,1.0,0.9904,HIGH,0.3266504045895453,0.503,NOT_SIG
lt_c_spbd.4107801014,412810035027,4128111300101750000033153,경기도,고양시 덕양구,용두동,화랑로286번길,44,78,,,0,,,1.0,0.0,44-78,41281,4376360,113,4128111300101750000,126.88410200804262,37.62001731448598,,단독주택,22.5,22.5,1.0,0.0, , ,19850821,True,road_address,0.6,105.32,47.18,0.448,1.0,False,CHG_00056,EXPANSION_OR_RECONSTRUCTION,사용승인일=1985-08-21로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,1.0,1.0,0.7544,HIGH,0.4667100325126735,0.145,NOT_SIG
lt_c_spbd.4107801013,412810035025,4128111300101740002026700,경기도,고양시 덕양구,용두동,화랑로286번길,44,78,,,0,,,1.0,0.0,44-78,41281,4376360,113,4128111300101750000,126.88390251335798,37.62006732267919,,단독주택,22.5,22.5,1.0,0.0, , ,19850821,True,road_address,0.6,75.47,75.47,1.0,1.0,False,CHG_00056,EXPANSION_OR_RECONSTRUCTION,사용승인일=1985-08-21로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,1.0,1.0,0.92,HIGH,0.4667100325126735,0.237,NOT_SIG
lt_c_spbd.4107801012,412810035026,4128111300101750000003042,경기도,고양시 덕양구,용두동,화랑로286번길,44,78,,,0,,,1.0,0.0,44-78,41281,4376360,113,4128111300101750000,126.88402875115004,37.62009380607648,,단독주택,22.5,22.5,1.0,0.0, , ,19850821,True,road_address,0.6,113.32,110.99,0.9794,1.0,False,CHG_00056,EXPANSION_OR_RECONSTRUCTION,사용승인일=1985-08-21로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,1.0,1.0,0.9138,HIGH,0.4667100325126735,0.229,NOT_SIG
lt_c_spbd.4107801011,412810035024,4128111300101740000018682,경기도,고양시 덕양구,용두동,화랑로286번길,44,72,,,0,,,1.0,0.0,44-72,41281,4376360,113,4128111300101740000,126.88404488028203,37.620184826580726,,제1종근린생활시설,139.84,139.84,1.0,0.0,20090515,20090708,20091208,True,road_address,0.6,178.0,135.42,0.7608,1.0,False,CHG_00056,EXPANSION_OR_RECONSTRUCTION,사용승인일=2009-12-08로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,1.0,1.0,0.8482,HIGH,0.4667100325126735,0.193,NOT_SIG
lt_c_spbd.4107801010,412810035023,4128111300101730000016703,경기도,고양시 덕양구,용두동,화랑로286번길,44,72,,,0,,,1.0,0.0,44-72,41281,4376360,113,4128111300101740000,126.88404243510396,37.620352653478434,,제1종근린생활시설,139.84,139.84,1.0,0.0,20090515,20090708,20091208,True,road_address,0.6,258.58,205.16,0.7934,1.0,False,CHG_00056,EXPANSION_OR_RECONSTRUCTION,사용승인일=2009-12-08로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,1.0,1.0,0.858,HIGH,0.4667100325126735,0.203,NOT_SIG
lt_c_spbd.4107801009,412810101708,4128111300101710007000001,경기도,고양시 덕양구,용두동,화랑로286번길,44,53,,,0,,,1.0,0.0,44-53,41281,4376360,113,4128111300101710007,126.88400723036722,37.62112235170552,,,,,,,,,,False,,1.0,63.89,0.0,0.0,,True,,OTHER_CHANGE,"건물 본체 미교차, 버퍼 내 변화만 존재",,,,,,0.0,0.3,0.23,LOW,0.262298683651892,0.125,NOT_SIG
lt_c_spbd.4107796611,412810078152,4128111300101940001000001,경기도,고양시 덕양구,용두동,화랑로286번길,42,41,,,0,,,1.0,0.0,42-41,41281,4376360,113,4128111300101940001,126.88293107674446,37.62081318671071,,,,,,,,,,False,,1.0,128.53,20.64,0.1606,1.0,False,CHG_00056,EXPANSION_OR_RECONSTRUCTION,"change_ratio=0.16 - 부분 변화, 증축/개축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,0.7482,HIGH,0.2447205259380226,0.472,NOT_SIG
lt_c_spbd.4107782613,412810084195,4128111300102080000000001,경기도,고양시 덕양구,용두동,화랑로286번길,80,0,,,0,,,1.0,0.0,80,41281,4376360,113,4128111300102080000,126.88260136257088,37.62220007832393,,,,,,,,,,False,,1.0,1777.16,846.66,0.4764,1.0,False,CHG_00045,EXPANSION_OR_RECONSTRUCTION,"change_ratio=0.48 - 부분 변화, 증축/개축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,0.8429,HIGH,0.38512823619211894,0.315,NOT_SIG
lt_c_spbd.4107782615,412810078159,4128111300102200001000003,경기도,고양시 덕양구,용두동,화랑로286번길,108,0,,,0,,,1.0,0.0,108,41281,4376360,113,4128111300102200001,126.88547923374504,37.62166474054214,,,,,,,,,,False,,1.0,108.04,108.04,1.0,1.0,False,CHG_00045,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,1.0,HIGH,0.3659837079888953,0.451,NOT_SIG
lt_c_spbd.4107782616,412810078157,4128111300102200001000001,경기도,고양시 덕양구,용두동,화랑로286번길,108,0,,,0,,,1.0,0.0,108,41281,4376360,113,4128111300102200001,126.88517735594101,37.621704055715085,,,,,,,,,,False,,1.0,191.83,191.83,1.0,1.0,False,CHG_00045,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,1.0,HIGH,0.3659837079888953,0.451,NOT_SIG
lt_c_spbd.4107782617,412810078158,4128111300102200001000002,경기도,고양시 덕양구,용두동,화랑로286번길,108,0,,,0,,,1.0,0.0,108,41281,4376360,113,4128111300102200001,126.88532179949796,37.62171839701914,,,,,,,,,,False,,1.0,237.61,237.61,1.0,1.0,False,CHG_00045,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,1.0,HIGH,0.3659837079888953,0.451,NOT_SIG
lt_c_spbd.4107782618,412810016365,4128111300103000000016890,경기도,고양시 덕양구,용두동,화랑로286번길,112,0,,,0,,,1.0,0.0,112,41281,4376360,113,4128111300103000000,126.8850772173231,37.62214581067224,,,,,,,,,,False,,1.0,149.46,123.35,0.8253,1.0,False,CHG_00045,NEW_BUILDING,"change_ratio=0.83 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,0.9476,HIGH,0.3351349114068833,0.457,NOT_SIG
lt_c_spbd.4107775992,412810079564,4128111300107610002000001,경기도,고양시 덕양구,용두동,화랑로,287,1,,,0,,,1.0,0.0,287-1,41281,3192097,113,4128111300107610002,126.87894851239321,37.62207993948836,,,,,,,,,,False,,1.0,129.36,111.3,0.8604,1.0,False,CHG_00043,NEW_BUILDING,"change_ratio=0.86 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,1.0,1.0,0.9581,HIGH,0.25242184751068275,0.635,NOT_SIG
lt_c_spbd.4107803446,412810079570,4128111300107840000000001,경기도,고양시 덕양구,용두동,화랑로,309,33,,,0,,,1.0,0.0,309-33,41281,3192097,113,4128111300107840000,126.87929901496216,37.62318637354913,,,,,,,,,,False,,1.0,71.71,0.0,0.0,,True,,OTHER_CHANGE,"건물 본체 미교차, 버퍼 내 변화만 존재",,,,,,0.0,0.3,0.23,LOW,0.08307979349489679,0.371,NOT_SIG
lt_c_spbd.4107803445,412810079573,4128111300108020000000001,경기도,고양시 덕양구,용두동,화랑로,309,30,,,0,,,1.0,0.0,309-30,41281,3192097,113,4128111300108020000,126.87938329598127,37.62382554452512,,,,,,,,,,False,,1.0,112.35,112.35,1.0,0.994,False,CHG_00040,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.994,1.0,0.9976,HIGH,0.017683825564340356,0.759,NOT_SIG
lt_c_spbd.4107782439,412810079392,4128111300103270007000001,경기도,고양시 덕양구,용두동,용두로121번길,54,0,,,0,,,1.0,0.0,54,41281,4376162,113,4128111300103270010,126.89151890581684,37.622214155744544,,,,,,,,,,False,,1.0,30.46,0.0,0.0,,True,,OTHER_CHANGE,"건물 본체 미교차, 버퍼 내 변화만 존재",,,,,,0.0,0.3,0.23,LOW,-0.47272066847777666,0.395,NOT_SIG
lt_c_spbd.4107782443,412810092521,4128111300103260010000001,경기도,고양시 덕양구,용두동,용두로121번길,68,0,,,0,,,2.0,0.0,68,41281,4376162,113,4128111300103260010,126.89123651543171,37.622637746721054,,단독주택,66.36,98.74,2.0,0.0,20160307,20160315,20160728,True,pnu,0.6,60.1,36.68,0.6104,0.9704,False,CHG_00042,EXPANSION_OR_RECONSTRUCTION,사용승인일=2016-07-28로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,0.9704,1.0,0.7913,HIGH,-0.47272066847777666,0.133,NOT_SIG
lt_c_spbd.4107782446,412810016226,4128111300103260005000001,경기도,고양시 덕양구,용두동,용두로121번길,76,0,,,0,,,0.0,0.0,76,41281,4376162,113,4128111300103260005,126.89126490872313,37.622856407729344,,단독주택,287.05,537.52,2.0,0.0,20100115,20100407,20101112,True,pnu,0.6,319.24,0.0,0.0,,True,,OTHER_CHANGE,"건물 본체 미교차, 버퍼 내 변화만 존재",,,,,,0.0,0.3,0.15,LOW,-0.47272066847777666,0.447,NOT_SIG
lt_c_spbd.4107782603,412810107803,4128111300103840001000001,경기도,고양시 덕양구,용두동,화랑로332번길,40,0,,,0,,,1.0,0.0,40,41281,4376361,113,4128111300103840001,126.88400412548086,37.624987102667504,,단독주택,110.76,98.76,1.0,0.0,20170707, ,20210316,True,pnu,0.6,115.24,0.0,0.0,,True,,OTHER_CHANGE,"건물 본체 미교차, 버퍼 내 변화만 존재",,,,,,0.0,0.3,0.15,LOW,-0.20056379595240717,0.913,NOT_SIG
lt_c_spbd.4107782564,412810016328,4128111300104080004016937,경기도,고양시 덕양구,용두동,용두로35번길,51,0,,,0,,,1.0,0.0,51,41281,4376163,113,4128111300104080004,126.88442830311472,37.62520456625235,,제1종근린생활시설,466.5,792.38,2.0,0.0,20081001,20081124,20100706,True,pnu,0.6,407.27,407.26,1.0,0.8913,False,CHG_00039,EXPANSION_OR_RECONSTRUCTION,사용승인일=2010-07-06로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,0.8913,1.0,0.8765,HIGH,-0.30638082456658766,0.223,NOT_SIG
lt_c_spbd.4107782566,412810079603,4128111300104080001000001,경기도,고양시 덕양구,용두동,용두로35번길,63,3,,,0,,,1.0,0.0,63-3,41281,4376163,113,4128111300104080001,126.88401229684905,37.625327974924375,,,,,,,,,,False,,1.0,69.11,0.0,0.0,,True,,OTHER_CHANGE,"건물 본체 미교차, 버퍼 내 변화만 존재",,,,,,0.0,0.3,0.23,LOW,-0.2847126994638486,0.791,NOT_SIG
lt_c_spbd.4107776000,412810006201,4128111300107140004009186,경기도,고양시 덕양구,용두동,화랑로,347,0,,,0,,,1.0,0.0,347,41281,3192097,113,4128111300107140004,126.88104823397532,37.62641704128521,,,,,,,,,,False,,1.0,147.26,147.26,1.0,0.9831,False,CHG_00033,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.9831,1.0,0.9932,HIGH,-0.03831391943008786,0.601,NOT_SIG
lt_c_spbd.4107798758,412810080770,4128111300107180002000001,경기도,고양시 덕양구,용두동,화랑로,375,44,,,0,,,1.0,0.0,375-44,41281,3192097,113,4128111300107180001,126.87969186077675,37.627312761340875,,,,,,,,,,False,,1.0,83.93,0.0,0.0,,True,,OTHER_CHANGE,"건물 본체 미교차, 버퍼 내 변화만 존재",,,,,,0.0,0.3,0.23,LOW,-0.01599313995678431,0.549,NOT_SIG
lt_c_spbd.4107803463,412810083481,4128111300106910001000001,경기도,고양시 덕양구,용두동,서오릉로,569,112,,,0,,,1.0,0.0,569-112,41281,3000007,113,4128111300106910001,126.87862961727095,37.627928105030165,,,,,,,,,,False,,1.0,71.83,0.0,0.0,,True,,OTHER_CHANGE,"건물 본체 미교차, 버퍼 내 변화만 존재",,,,,,0.0,0.3,0.23,LOW,-0.28762788898570224,0.779,NOT_SIG
lt_c_spbd.4107803462,412810079525,4128111300106380002000001,경기도,고양시 덕양구,용두동,서오릉로,569,110,,,0,,,1.0,0.0,569-110,41281,3000007,113,4128111300106380002,126.87838957627905,37.62806256605269,,,,,,,,,,False,,1.0,48.5,48.5,1.0,0.8192,False,CHG_00026,NEW_BUILDING,"change_ratio=1.00 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.8192,1.0,0.9277,HIGH,-0.4361720237261688,0.113,NOT_SIG
lt_c_spbd.4107803461,412810086432,4128111300106380001000001,경기도,고양시 덕양구,용두동,서오릉로,569,108,,,0,,,1.0,0.0,569-108,41281,3000007,113,4128111300106380001,126.87822070361614,37.62818255990488,,,,,,,,,,False,,1.0,36.77,12.89,0.3507,0.8192,False,CHG_00026,EXPANSION_OR_RECONSTRUCTION,"change_ratio=0.35 - 부분 변화, 증축/개축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.8192,1.0,0.7329,HIGH,-0.3050755158254583,0.325,NOT_SIG
lt_c_spbd.4107782522,412810016274,4128111300103610094003399,경기도,고양시 덕양구,용두동,용두로47번길,126,0,,,0,,,1.0,0.0,126,41281,4376164,113,4128111300103610094,126.89158095275221,37.625608031564646,,제2종근린생활시설,164.0,263.1,1.0,1.0, , ,19950617,True,pnu,0.6,203.55,19.23,0.0945,0.7089,False,CHG_00034,EXPANSION_OR_RECONSTRUCTION,사용승인일=1995-06-17로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,0.7089,1.0,0.5319,MEDIUM,0.14638726743964695,0.481,NOT_SIG
lt_c_spbd.4107782521,412810090265,4128111300103610248000001,경기도,고양시 덕양구,용두동,용두로47번길,123,0,,,0,,,3.0,0.0,123,41281,4376164,113,4128111300103610248,126.89153464717236,37.62577371580744,,제2종근린생활시설,50.4,128.9,3.0,0.0,20150108,20150119,20150910,True,pnu,0.6,44.69,44.69,1.0,0.7089,False,CHG_00034,EXPANSION_OR_RECONSTRUCTION,사용승인일=2015-09-10로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,0.7089,1.0,0.8036,HIGH,0.14638726743964695,0.717,NOT_SIG
lt_c_spbd.4107782526,412810016303,4128111300104320182032981,경기도,고양시 덕양구,용두동,용두로47번길,131,0,,,0,,,1.0,0.0,131,41281,4376164,113,4128111300104320182,126.89167048093232,37.625910334642974,,제2종근린생활시설,192.7,291.1,2.0,0.0,20030630,20030728,20040110,True,pnu,0.6,140.08,44.79,0.3197,0.7089,False,CHG_00034,EXPANSION_OR_RECONSTRUCTION,사용승인일=2004-01-10로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,0.7089,1.0,0.5995,MEDIUM,0.14638726743964695,0.535,NOT_SIG
lt_c_spbd.4107798721,412810079394,4128111300103610033000001,경기도,고양시 덕양구,용두동,용두로121번길,154,29,,,0,,,1.0,0.0,154-29,41281,4376162,113,4128111300103610033,126.8917299063368,37.62669620078944,,단독주택,165.0,165.0,1.0,0.0,20000211,20000217,20000522,True,pnu,0.6,250.57,54.1,0.2159,0.8008,False,CHG_00031,EXPANSION_OR_RECONSTRUCTION,사용승인일=2000-05-22로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,0.8008,1.0,0.6051,MEDIUM,0.14638726743964695,0.541,NOT_SIG
lt_c_spbd.4107798727,412810078193,4128111300103610172000001,경기도,고양시 덕양구,용두동,용두로121번길,154,39,,,0,,,1.0,0.0,154-39,41281,4376162,113,4128111300103610172,126.89210355323286,37.62672251292925,,,,,,,,,,False,,1.0,154.45,101.61,0.6579,0.8008,False,CHG_00031,NEW_BUILDING,"change_ratio=0.66 >= 0.5 - 신축 추정 (건축물대장 미매칭, change_ratio 휴리스틱)",,,,,,0.8008,1.0,0.8177,HIGH,0.14638726743964695,0.731,NOT_SIG
lt_c_spbd.4107798726,412810078184,4128111300103610028000001,경기도,고양시 덕양구,용두동,용두로121번길,154,37,,,0,,,1.0,0.0,154-37,41281,4376162,113,4128111300103610028,126.89208527765507,37.62693651937418,,단독주택,65.16,65.16,1.0,0.0, , ,20010414,True,pnu,0.6,313.18,313.18,1.0,0.8008,False,CHG_00031,EXPANSION_OR_RECONSTRUCTION,사용승인일=2001-04-14로 T1 이전부터 존재 - 증축/개축 확정(건축물대장 근거),,,,,,0.8008,1.0,0.8403,HIGH,0.14638726743964695,0.757,NOT_SIG
